,officename,pincode,Districtname,longitude,latitude
14597,A.Nagore B.O,642205,Coimbatore,77.183,10.6583
14598,Achipatti B.O,642002,Coimbatore,77.0161,10.69
14599,Agrahara Kannadiputhur B.O,642111,Coimbatore,77.2233,10.6324
14600,Akilandapuram B.O,642004,Coimbatore,76.9801,10.6485
14601,Akkamalai B.O,642127,Coimbatore,76.9989,10.2985
14602,Alagirichettipalayam B.O,642110,Coimbatore,76.9758,10.7379
14603,Aliyar Nagar S.O,642101,Coimbatore,77.1485,10.4035
14604,Amandakadavoo B.O,642201,Coimbatore,77.275,10.7284
14605,Amaravathi Nagar S.O,642102,Coimbatore,77.2635,10.3421
14606,Ambarampalayam S.O,642103,Coimbatore,76.8836,10.6238
14607,Anaimalai S.O,642104,Coimbatore,76.947,10.5768
14608,Andigoundanur B.O,642154,Coimbatore,77.298,10.5086
14609,Andipalayam B.O,642120,Coimbatore,77.0795,10.7313
14610,Angalakurichi S.O,642007,Coimbatore,77.0219,10.5414
14611,Arasampalayam B.O,642109,Coimbatore,76.9758,10.7821
14612,Athukinathupatti B.O,642206,Coimbatore,77.3037,10.713
14613,Chellappampalayam B.O,642207,Coimbatore,77.091,10.5222
14614,Chinnakallar B.O,642106,Coimbatore,76.9701,10.6219
14615,Dasanaicken Palayam B.O,642202,Coimbatore,77.137,10.7889
14616,Deepalapatti B.O,642132,Coimbatore,77.16,10.525
14617,Devambadi B.O,642005,Coimbatore,76.9297,10.6919
14618,Dhully B.O,642112,Coimbatore,77.229,10.4838
14619,Eripalayam S.O,642126,Coimbatore,77.275,10.618
14620,Ganapathipalayam B.O,642122,Coimbatore,77.206,10.571
14621,Gandhi Market S.O (Coimbatore),642001,Coimbatore,76.9931,10.667
14622,Gomangalam S.O,642107,Coimbatore,77.1255,10.6008
14623,Iyerpadi S.O,642108,Coimbatore,76.9845,10.3555
14624,Jothampatti B.O,642203,Coimbatore,77.3439,10.6208
14625,Kaliapuram B.O,642129,Coimbatore,76.8952,10.5471
14626,Kanjampatti B.O,642003,Coimbatore,77.0507,10.6252
14627,Karamalai Bazaar S.O,642130,Coimbatore,76.8789,10.5081
14628,Kolumam B.O,642204,Coimbatore,77.3439,10.5105
14629,Kondampatti B.O,641202,Coimbatore,77.1082,10.8374
14630,Madathukulam S.O,642113,Coimbatore,77.3612,10.5608
14631,Malayandipattinam S.O,642114,Coimbatore,77.0075,10.6207
14632,Mount Stuart B.O,642105,Coimbatore,76.8952,10.4151
14633,Mudis S.O,642117,Coimbatore,76.9297,10.2737
14634,Murugali Bazaar B.O,642125,Coimbatore,76.8606,10.3148
14635,Pethanaickanur B.O,642134,Coimbatore,76.9701,10.5778
14636,Samathur S.O,642123,Coimbatore,77.0219,10.5855
14637,Sarkarpathi B.O,642133,Coimbatore,76.8606,10.4906
14638,Suleeswaran Patti S.O,642006,Coimbatore,77.0277,10.6353
14639,Venkatesa Mills S.O,642128,Coimbatore,77.0883,10.7496
14640,A.Komarapalayam B.O,636117,Salem,78.5093,11.6911
14641,A.N.Mangalam B.O,636106,Salem,78.2818,11.6818
14642,Achankuttapatti B.O,636122,Salem,78.2647,11.7315
14643,Adikarai B.O,636204,Salem,78.2248,11.5788
14644,Akkarapalayam B.O,636308,Salem,78.0766,11.5838
14645,Aladipatti B.O,636104,Salem,78.424,11.7044
14646,Alagapuram S.O,636004,Salem,78.1365,11.6898
14647,Allikuttai B.O,636003,Salem,78.1821,11.6581
14648,Ammampalayam B.O,636141,Salem,78.5774,11.5147
14649,Anaiyampatti B.O,636105,Salem,78.6455,11.495
14650,Annadanapatti S.O,636002,Salem,78.1365,11.645
14651,Anuppur B.O,636139,Salem,78.3615,11.7635
14652,Appamasamudram B.O,636108,Salem,78.5888,11.6383
14653,Aragalur S.O,636101,Salem,78.8043,11.546
14654,Arasanatham B.O,636107,Salem,78.4979,11.5451
14655,Ariyampalayam B.O,636119,Salem,78.4809,11.6283
14656,Asambur B.O,636602,Salem,78.2248,11.8923
14657,Athanurpatti B.O,636115,Salem,78.4183,11.6202
14658,Attayampatti S.O,637501,Salem,78.0538,11.5382
14659,Atur H.O,636102,Salem,78.5774,11.5818
14660,Ayodhiyapattinam East B.O,636103,Salem,78.2305,11.6629
14661,Ayyanthirumaligai S.O,636008,Salem,78.1906,11.7004
14662,Chendrayampalayam B.O,636111,Salem,78.3558,11.6233
14663,Dadagapatti B.O,636006,Salem,78.1536,11.6345
14664,Dadubaikuttai S.O,636015,Salem,78.1849,11.6386
14665,Dalavaipatti B.O,636109,Salem,78.515,11.6297
14666,Dasanaickenpatti S.O,636201,Salem,78.1507,11.6037
14667,Deviyakurichi B.O,636112,Salem,78.7249,11.6437
14668,E.Pethampatti B.O,636203,Salem,78.1222,11.5634
14669,Fairlands S.O,636016,Salem,78.1408,11.6746
14670,Hasthampatti S.O,636007,Salem,78.1621,11.6713
14671,Idayapatti B.O,636114,Salem,78.4979,11.769
14672,Iluppanatham B.O,636116,Salem,78.759,11.4771
14673,Jangammasamudram B.O,636113,Salem,78.4411,11.4199
14674,Kamaraj Nagar Colony S.O,636014,Salem,78.1963,11.6727
14675,Kandashramam B.O,636140,Salem,78.2106,11.6593
14676,Kariyakoil B.O,636138,Salem,78.6342,11.8194
14677,Kattukottai B.O,636121,Salem,78.6909,11.5863
14678,Keeraikadu B.O,636601,Salem,78.2248,11.7578
14679,Kondalampatti S.O,636010,Salem,78.1051,11.6242
14680,Kondayampalli B.O,636110,Salem,78.5888,11.3699
14681,Moolakurichi B.O,636142,Salem,78.3672,11.4449
14682,Naraikinar B.O,636118,Namakkal,78.424,11.4918
14683,85 R.Komarapalayam B.O,637403,Namakkal,78.1165,11.4347
14684,Adaiyur B.O,636501,Salem,77.8596,11.6977
14685,Alavaipatti B.O,637505,Namakkal,78.0994,11.4954
14686,Amaragundhi B.O,636503,Salem,77.9624,11.758
14687,Amaram B.O,636451,Salem,77.9853,11.8485
14688,Anaipalayam B.O,637401,Namakkal,78.145,11.4526
14689,Andikarai B.O,636404,Salem,77.8482,11.8426
14690,Andipatti B.O,636307,Salem,78.0538,11.6276
14691,Arisipalayam S.O,636009,Salem,78.1422,11.662
14692,Ariyagoundampatti B.O,637406,Namakkal,78.2818,11.4582
14693,Arurpatti B.O,636502,Salem,77.9853,11.6918
14694,Attanur S.O,636301,Namakkal,78.1621,11.5148
14695,Attukaranur B.O,636304,Salem,78.0367,11.6996
14696,Ayilpatti B.O,636202,Namakkal,78.407,11.5415
14697,Ayyamperumalpatti B.O,636302,Salem,78.0966,11.6769
14698,Bodinaickenpatti B.O,637412,Namakkal,78.2134,11.4108
14699,Bommiampatti B.O,636351,Salem,78.0994,11.8982
14700,Chettichavadi B.O,636012,Salem,78.1336,11.754
14701,Chettipatti B.O,636455,Salem,78.0138,11.7769
14702,Chinnathanda B.O,636303,Salem,77.7223,11.8707
14703,Danishpet S.O,636354,Salem,78.1678,11.9235
14704,Darapuram B.O,636309,Salem,78.0766,11.8076
14705,Dasavilakku B.O,636306,Salem,77.9453,11.651
14706,Edanganasalai B.O,637502,Salem,77.9624,11.6238
14707,Govt. College Of Engg S.O,636011,Salem,78.0709,11.7122
14708,Guttapatti B.O,636453,Salem,77.9167,11.8232
14709,Jawahar Mills S.O,636005,Salem,78.1194,11.6723
14710,Kakkapalayam B.O,637504,Salem,78.0252,11.5538
14711,Kakkaveri B.O,637408,Namakkal,78.1906,11.4545
14712,Kanakkampatti B.O,636454,Salem,77.8939,11.7774
14713,Kanjanaickenpatti B.O,636305,Salem,78.0538,11.8738
14714,Karukkalvadi B.O,636013,Salem,78.0138,11.6762
14715,Karumalaikudal B.O,636403,Salem,77.8539,11.8149
14716,Kolanaickenpatti B.O,636452,Salem,77.7567,11.7715
14717,Koonandiyur B.O,636458,Salem,77.8939,11.8894
14718,Malayampatti B.O,637407,Namakkal,78.259,11.5243
14719,Maramangalathupatti B.O,636030,Salem,78.0595,11.667
14720,Mettur Thermal Project S.O,636406,Salem,77.8196,11.7574
14721,Metturdam RS S.O,636402,Salem,77.8282,11.8054
14722,Metturdam S.O,636401,Salem,77.8196,11.8581
14723,Periavanavasi B.O,636457,Salem,77.8539,11.7589
14724,Salem Camp S.O,636456,Salem,77.939,11.7507
14725,Achamangalam B.O,635651,Vellore,78.4866,12.5222
14726,Adiyur B.O,635602,Vellore,78.5547,12.4574
14727,Agaram B.O,635804,Vellore,78.8722,12.8327
14728,Agaram(TPT) B.O,635653,Vellore,78.6229,12.4829
14729,Agraharam B.O,632604,Vellore,80.0303,13.3991
14730,Alangayam S.O,635701,Vellore,78.7816,12.6252
14731,Alankuppam B.O,635814,Vellore,78.759,12.7147
14732,Alasandapuram B.O,635801,Vellore,78.5547,12.6607
14733,Ambur Bazaar S.O,635802,Vellore,78.7363,12.7816
14734,Ananganallore B.O,635806,Vellore,78.8779,12.918
14735,Andiappanur S.O,635702,Vellore,78.7136,12.5093
14736,Anganathavalasai B.O,635652,Vellore,78.6001,12.3916
14737,Arangaldurgam B.O,635811,Vellore,78.6342,12.8112
14738,Aravatla B.O,635810,Vellore,78.7249,12.9511
14739,Asiriyar Nagar S.O,635601,Vellore,78.5774,12.5035
14740,Athipattu(T) B.O,635703,Tiruvannamalai,78.8836,12.5277
14741,Athiperumanur B.O,635852,Vellore,78.5093,12.6135
14742,Athurkuppam B.O,635815,Vellore,78.5547,12.6155
14743,Bandarapalli B.O,635854,Vellore,78.4525,12.5772
14744,Bhuvaneswaripet B.O,632602,Vellore,78.8581,12.9483
14745,Chendathur B.O,635805,Vellore,78.759,12.8732
14746,Chennankuppam B.O,632209,Vellore,78.9401,12.9944
14747,Chettiappanur B.O,635751,Vellore,78.5945,12.6567
14748,Chinnakandili B.O,635901,Vellore,78.4411,12.4977
14749,Chinnapallikuppam B.O,635754,Vellore,78.6001,12.7305
14750,Chinnathottalam B.O,635813,Vellore,78.8269,12.8988
14751,Chinnavattanur B.O,635655,Vellore,78.6796,12.3612
14752,Dakshinapathapalyaam B.O,632603,Vellore,78.9401,13.0625
14753,Damalerimuthur B.O,635853,Vellore,78.6455,12.5742
14754,Dharanampet S.O,632601,Vellore,78.8156,13.0458
14755,Gollamangalam B.O,635809,Vellore,78.9175,12.88
14756,Gudiyattam RS S.O,635803,Vellore,78.8949,12.9471
14757,Jolarpettai S.O,635851,Vellore,78.6001,12.6174
14758,Kakangarai R.S. B.O,635654,Vellore,78.4866,12.4319
14759,Kilmurungai B.O,635812,Vellore,78.7873,12.8234
14760,Kilvayathinankuppam S.O,632201,Vellore,78.991,12.9568
14761,Kothakottai B.O,635752,Vellore,78.6455,12.642
14762,Kottur B.O,635808,Vellore,78.7193,12.8205
14763,Lalapettai B.O,635710,Vellore,78.759,12.5564
14764,Melmankuppam B.O,632203,Vellore,78.9854,12.9963
14765,Minnur S.O,635807,Vellore,78.6909,12.6892
14766,15 Velampalayam B.O,641652,Coimbatore,77.3152,11.1675
14767,63 Velampalayam B.O,641663,Coimbatore,77.275,11.1269
14768,Achur B.O,638673,Erode,77.5734,10.6963
14769,Agalaraipalayam B.O,638111,Erode,77.688,10.9223
14770,Akkaraisengapalli B.O,641302,Coimbatore,77.0795,11.3516
14771,Alagumalai B.O,641665,Coimbatore,77.4472,11.0122
14772,Alampadi B.O,638701,Erode,77.5849,11.0179
14773,Alampalayam B.O,638105,Erode,77.7338,11.0351
14774,Alampalayam B.O,638661,Erode,77.6307,10.7539
14775,Alangiam B.O,638657,Erode,77.4013,10.7446
14776,Alathur B.O,641655,Coimbatore,77.183,11.2784
14777,Allapalayam B.O,641653,Coimbatore,77.091,11.2521
14778,Ambodi B.O,638459,Erode,77.16,11.3885
14779,Andipalayam B.O,641687,Coimbatore,77.298,11.0835
14780,Annupapatti B.O,641664,Coimbatore,77.3095,10.9621
14781,Appanaickenpatti B.O,641402,Coimbatore,77.114,11.0092
14782,Araipalayam B.O,638401,Erode,77.206,11.5241
14783,Aralavadi B.O,638461,Erode,76.9643,11.6357
14784,Arasampalayam B.O,641604,Coimbatore,77.369,11.1042
14785,Arasur S.O,641407,Coimbatore,77.2003,10.7639
14786,Ariyappampalayam B.O,638402,Erode,77.206,11.4573
14787,Athappagoundenpudur B.O,641103,Coimbatore,77.0737,11.0241
14788,Avanash S.O,641654,Coimbatore,77.3095,11.2283
14789,Avanashipalyaam B.O,638660,Erode,77.4587,10.9351
14790,Ayyankalipalayam B.O,641603,Coimbatore,77.3382,11.1463
14791,Belladi B.O,641104,Coimbatore,76.9528,11.246
14792,Bellampatti B.O,638702,Erode,77.3669,10.8427
14793,Bhavanisagar S.O,638451,Erode,77.0795,11.4406
14794,Bhujanganur B.O,641113,Coimbatore,76.8606,11.2198
14795,Bogampatti B.O,641658,Coimbatore,77.16,10.9226
14796,Chandrapuram B.O,641669,Coimbatore,77.206,10.8803
14797,Chengapalli S.O,638812,Erode,77.43,11.2057
14798,Chennappachettipudur B.O,641659,Coimbatore,77.16,11.1664
14799,Chinnamarudur B.O,638106,Erode,77.7109,10.8125
14800,Cholakkadai Street S.O,638656,Erode,77.5218,10.7551
14801,Dalavoipattinam S.O,638672,Erode,77.4817,10.6705
14802,Dasanur B.O,641305,Coimbatore,76.8952,11.299
14803,Devanampalayam B.O,641667,Coimbatore,77.3439,10.886
14804,Ellapalayam B.O,641697,Coimbatore,77.0449,11.2279
14805,Emmammpoondi B.O,638460,Erode,77.298,11.3056
14806,Ganapathipalayam B.O,641605,Erode,77.3669,11.0199
14807,Golenpet B.O,641401,Coimbatore,77.1658,11.028
14808,Ichipatti B.O,641668,Coimbatore,77.206,11.0574
14809,Ittiveerampalayam B.O,641666,Coimbatore,77.3899,11.1762
14810,J.Krishnapuram B.O,641671,Coimbatore,77.2635,10.8274
14811,K.Ayyampalayam B.O,641662,Coimbatore,77.252,11.0151
14812,Kallampalayam Road B.O,641602,Coimbatore,77.3525,11.1053
14813,Kambiliampatti B.O,638706,Erode,77.5734,10.8291
14814,Karavalur S.O,641670,Coimbatore,77.206,11.2127
14815,Karukkankattupudur B.O,641601,Coimbatore,77.3403,11.1054
14816,Komarapalayam B.O,638108,Erode,77.6765,11.0661
14817,Kungarupalayam B.O,638703,Erode,77.5275,10.8936
14818,Mannarai B.O,641607,Coimbatore,77.3612,11.125
14819,Manur B.O,641606,Coimbatore,77.3901,11.1011
14820,Mettupalayam Bazaar S.O,641301,Coimbatore,76.9528,11.3349
14821,19 Pudur B.O,624614,Dindigul,77.6422,10.4782
14822,A.Nadupatti B.O,624302,Dindigul,77.9339,10.2745
14823,Achanampatti B.O,624702,Dindigul,78.0627,10.5153
14824,Adalur B.O,624212,Dindigul,77.6765,10.3583
14825,Adiyanuthu B.O,624003,Dindigul,78.0081,10.3158
14826,Adukkam B.O,624101,Dindigul,77.4472,10.1734
14827,Agaram B.O,624709,Dindigul,77.9624,10.4464
14828,Alagapuri B.O,624710,Dindigul,77.9396,10.5339
14829,Alamarathupatti B.O,624303,Dindigul,77.911,10.3177
14830,Alambadi B.O,624620,Dindigul,78.0766,10.7383
14831,Alambadimines B.O,624703,Dindigul,78.0766,10.6719
14832,Amarapundi B.O,624613,Dindigul,77.5734,10.5196
14833,Ambilikai S.O,624612,Dindigul,77.7338,10.548
14834,Ammapatti B.O,624206,Dindigul,77.8996,10.2181
14835,Ammapatti B.O,624622,Dindigul,77.8482,10.4421
14836,Ammayanaickanur S.O,624201,Dindigul,77.9396,10.1591
14837,Anaipatti B.O,624219,Dindigul,77.8482,10.1117
14838,Andipatti B.O,624621,Dindigul,77.3554,10.3898
14839,Angunagar S.O,624001,Dindigul,77.9682,10.3639
14840,Anjukulipatti B.O,624308,Dindigul,78.0994,10.2311
14841,Appanuthu B.O,624617,Dindigul,77.5046,10.5831
14842,Aranmanaivalasu B.O,624616,Dindigul,77.6765,10.6231
14843,Arasappapillaipatti B.O,624619,Dindigul,77.7567,10.4827
14844,Attur S.O,624701,Dindigul,77.851,10.2796
14845,Avichipatti B.O,624401,Dindigul,78.1792,10.201
14846,Avilipatti B.O,624304,Dindigul,77.9967,10.2383
14847,Ayyalur S.O,624801,Dindigul,78.1678,10.4763
14848,Ayyankottai B.O,624211,Dindigul,77.7738,10.2134
14849,Balakrishnapurampudur S.O,624005,Dindigul,78.031,10.4049
14850,Balasamudram S.O (Dindigul),624610,Dindigul,77.5046,10.3846
14851,Batlagundu Bazar S.O,624202,Dindigul,77.7567,10.1743
14852,Begampur S.O (Dindigul),624002,Dindigul,77.9453,10.352
14853,Bodikamanvadi B.O,624708,Dindigul,77.831,10.2376
14854,Bojanampatti B.O,624802,Dindigul,78.088,10.4622
14855,Boothagudi B.O,624402,Dindigul,78.3046,10.2827
14856,Chinnakalayamputhur B.O,624615,Dindigul,77.4472,10.3934
14857,Chinnakkampatti B.O,624712,Dindigul,77.7795,10.6382
14858,Chinnalapatti S.O,624301,Dindigul,77.911,10.2846
14859,Devarappanpatti B.O,624204,Dindigul,77.7338,10.2394
14860,Devinaickenpatti B.O,624711,Dindigul,77.9167,10.5993
14861,Dharmathupatti B.O,624705,Dindigul,77.871,10.3547
14862,Dindigul Collectorate S.O,624004,Dindigul,77.9682,10.397
14863,Idayakottai S.O,624704,Dindigul,77.8253,10.5737
14864,Kamanur B.O,624216,Dindigul,77.6479,10.2966
14865,Kambiliampatti B.O,624306,Dindigul,78.1222,10.3642
14866,Kariampatti B.O,624215,Dindigul,77.871,10.2006
14867,Kavunji B.O,624103,Dindigul,77.3554,10.2138
14868,Kodagipatti B.O,624403,Dindigul,78.259,10.4134
14869,Kodaimangalam B.O,624618,Dindigul,77.4587,10.5371
14870,Kovilur S.O,624706,Dindigul,78.088,10.5949
14871,Kunnuvarankottai B.O,624220,Dindigul,77.7567,10.0864
14872,Mallayapuram B.O,624707,Dindigul,77.8653,10.2829
14873,Moolaiyar B.O,624210,Dindigul,77.5963,10.2781
14874,Narasingapuram B.O,624307,Dindigul,77.9682,10.3088
14875,Nilakottai H.O,624208,Dindigul,77.8424,10.172
14876,Palani Bazaar S.O,624601,Dindigul,77.5505,10.4305
14877,Adaikkakuzhi B.O,629153,Kanyakumari,77.1801,8.3373
14878,Agasteeswaram S.O,629701,Kanyakumari,77.4989,8.0985
14879,Alagiamandapam B.O,629167,Kanyakumari,77.2894,8.2605
14880,Alampara B.O,629170,Kanyakumari,77.2003,8.3782
14881,Alanchi B.O,629159,Kanyakumari,77.2463,8.2082
14882,Alancholai B.O,629101,Kanyakumari,77.298,8.4835
14883,Alancode B.O,629802,Kanyakumari,77.3037,8.2101
14884,Aloor S.O,629801,Kanyakumari,77.3612,8.2012
14885,Ammandivilai S.O,629204,Kanyakumari,77.3238,8.1545
14886,Anandanadarkudy B.O,629201,Kanyakumari,77.3612,8.1584
14887,Andirapuram B.O,629851,Kanyakumari,77.3899,8.3146
14888,Anducode B.O,629168,Kanyakumari,77.2233,8.3361
14889,Anjugramam B.O,629401,Kanyakumari,77.5562,8.1323
14890,Aralvaymoli S.O,629301,Kanyakumari,77.3899,8.2717
14891,Arumanai S.O,629151,Kanyakumari,77.2348,8.3686
14892,Aruvikkarai B.O,629177,Kanyakumari,77.2693,8.3268
14893,Asiramam B.O,629704,Kanyakumari,77.4645,8.1616
14894,Azhakamparai B.O,629252,Kanyakumari,77.3037,8.1566
14895,Azhikkal B.O,629202,Kanyakumari,77.3382,8.1362
14896,Bethelpuram B.O,629803,Kanyakumari,77.2721,8.1903
14897,Bhoothapandy S.O,629852,Kanyakumari,77.43,8.2462
14898,Catherin Booth Hospital S.O,629001,Kanyakumari,77.43,8.1927
14899,Chemparuthivilai B.O,629166,Kanyakumari,77.3037,8.2743
14900,Chemponvilai B.O,629804,Kanyakumari,77.2693,8.2197
14901,Cherupallur B.O,629161,Kanyakumari,77.321,8.3768
14902,Cheruvallur B.O,629152,Kanyakumari,77.229,8.4167
14903,Chunkankadai B.O,629003,Kanyakumari,77.3985,8.189
14904,Colachel Port S.O,629251,Kanyakumari,77.2434,8.1841
14905,Eathamozhi S.O,629501,Kanyakumari,77.3899,8.1218
14906,Edalakudy B.O,629002,Kanyakumari,77.43,8.1605
14907,Elavuvilai B.O,629171,Kanyakumari,77.1773,8.2703
14908,Enayam B.O,629193,Kanyakumari,77.1888,8.2278
14909,Erachakulam B.O,629901,Kanyakumari,77.4587,8.2311
14910,Eravipudurkadai B.O,629158,Kanyakumari,77.2606,8.281
14911,Eraviputhur B.O,629402,Kanyakumari,77.5218,8.1741
14912,Erumbukadu B.O,629004,Kanyakumari,77.4085,8.1665
14913,Fathima Nagar B.O,629160,Kanyakumari,77.1313,8.2795
14914,Friday Market S.O,629203,Kanyakumari,77.3201,8.1252
14915,Ganapathipuram S.O,629502,Kanyakumari,77.3956,8.213
14916,Gnaramvilai B.O,629165,Kanyakumari,77.2233,8.3039
14917,Irenipuram B.O,629162,Kanyakumari,77.2003,8.2924
14918,Kandanvilai S.O,629810,Kanyakumari,77.3296,8.2082
14919,Kanjampuram S.O,629154,Kanyakumari,77.1514,8.2721
14920,Kanjikuzhi B.O,629169,Kanyakumari,77.2578,8.2622
14921,Kanjiracode S.O,629155,Kanyakumari,77.2434,8.2965
14922,Kanniyakumari S.O,629702,Kanyakumari,77.5447,8.0892
14923,Kappiyarai S.O,629156,Kanyakumari,77.2721,8.2492
14924,Karankad S.O,629809,Kanyakumari,77.3382,8.1683
14925,Karinkal S.O,629157,Kanyakumari,77.2233,8.2503
14926,Keralapuram B.O,629174,Kanyakumari,77.2922,8.2418
14927,Kodayarkilthangal S.O,629102,Kanyakumari,77.3525,8.1875
14928,Kottaram S.O,629703,Kanyakumari,77.5103,8.1309
14929,Kulasekharapuram B.O,629403,Kanyakumari,77.4903,8.1544
14930,Kumaracoil B.O,629180,Kanyakumari,77.3525,8.225
14931,Kumarapuram B.O,629164,Kanyakumari,77.3152,8.3069
14932,Kuzhithurai S.O,629163,Kanyakumari,77.1888,8.3242
14933,Madavalayam B.O,629302,Kanyakumari,77.5046,8.2111
14934,Mangalakunnu B.O,629178,Kanyakumari,77.2118,8.2178
14935,Melakrishnanputhur B.O,629601,Kanyakumari,77.4415,8.1288
14936,Melamanakudy B.O,629602,Kanyakumari,77.4645,8.0974
14937,Methukummal B.O,629172,Kanyakumari,77.1658,8.302
14938,Mettukadai S.O,629175,Kanyakumari,77.3267,8.2429
14939,Painkulam B.O,629173,Kanyakumari,77.1773,8.2489
14940,Poothurai B.O,629176,Kanyakumari,77.1456,8.2612
14941,Unnamalakada S.O,629179,Kanyakumari,77.2664,8.3026
14942,A.Thekkur S.O,630201,Sivaganga,78.5263,10.1969
14943,Ac.School B.O,630107,Sivaganga,78.8099,10.1406
14944,Ae.College S.O,630003,Sivaganga,78.783,10.075
14945,Alangudi B.O,630307,Sivaganga,78.7136,10.0327
14946,Amaravathipudur S.O,630301,Sivaganga,78.7646,10.0289
14947,Arakottai B.O,630303,Sivaganga,78.8722,9.95
14948,Ariyakudi S.O,630202,Sivaganga,78.8156,10.0471
14949,Athikaram B.O,630207,Sivaganga,78.6455,10.0964
14950,Attangudi S.O,630101,Sivaganga,78.7533,10.1497
14951,Avanipatti B.O,630205,Sivaganga,78.6285,10.2115
14952,Chettinad S.O,630102,Sivaganga,78.7845,10.159
14953,CVmangalam S.O,630501,Sivaganga,78.4638,10.1561
14954,Devakottai H.O,630302,Sivaganga,78.8269,9.9265
14955,Devakottai Road S.O,630005,Sivaganga,82.9307,55.0457
14956,Dharmapatti B.O,630309,Sivaganga,78.4183,10.3309
14957,Iraniyur B.O,630212,Sivaganga,78.6512,10.1462
14958,Jayankondan B.O,630108,Sivaganga,78.9175,10.0616
14959,K.Alagapuri B.O,630106,Sivaganga,78.759,10.1223
14960,Kallukatti S.O,630001,Sivaganga,78.7533,10.0615
14961,Kallupatti S.O (Sivaganga),630306,Sivaganga,78.7618,9.993
14962,Kanadukathan S.O,630103,Sivaganga,78.7873,10.184
14963,Kandadevi B.O,630314,Sivaganga,78.8496,9.9932
14964,Kandanur S.O,630104,Sivaganga,78.8213,10.1079
14965,Kannamangalapatti B.O,630502,Sivaganga,78.4411,10.2214
14966,Karaikudi Southstreet S.O,630002,Sivaganga,78.7845,10.0874
14967,Kattukudipatti B.O,630410,Sivaganga,78.4866,10.3113
14968,Kiliyur B.O,630312,Sivaganga,78.8496,9.8613
14969,Konnathanpatti B.O,630405,Sivaganga,78.6229,10.2499
14970,Koratti B.O,630206,Sivaganga,78.6966,10.0926
14971,Kothamangalam S.O (Sivaganga),630105,Sivaganga,78.8099,10.1958
14972,O.Siruvayal S.O,630208,Sivaganga,78.7193,10.1375
14973,Pavanakottai B.O,630311,Sivaganga,78.759,9.9242
14974,Achankulam B.O,628718,Tuticorin,77.951,9.0125
14975,Achankuttam B.O,627861,Tirunelveli,77.4587,8.9201
14976,Achanpudur B.O,627803,Tirunelveli,77.275,9.0004
14977,Adaikalapattinam B.O,627808,Tirunelveli,77.3666,8.8652
14978,Adanur B.O,628712,Tuticorin,78.1336,9.0185
14979,Agarakattu B.O,627852,Tirunelveli,77.3439,9.0028
14980,Ahilandapuram B.O,628714,Tuticorin,77.8139,8.9646
14981,Alagappapuram B.O,628721,Tuticorin,77.7766,9.1912
14982,Alagapuri B.O,627719,Tirunelveli,77.6651,9.2308
14983,Alagunatchiapuram B.O,627754,Tirunelveli,77.6192,9.1858
14984,Alampatti B.O,628503,Tuticorin,77.6862,10.208
14985,Alangulam S.O,627851,Tirunelveli,77.5046,8.8352
14986,Alkondarkulam B.O,627862,Tirunelveli,77.4931,9.1271
14987,Anaikulam B.O,627859,Tirunelveli,77.4587,9.0067
14988,Ariyanayagipuram S.O,628901,Tuticorin,78.259,9.0768
14989,Ariyur B.O,627758,Tirunelveli,77.3899,9.2646
14990,Arugankulam B.O,627757,Tirunelveli,77.4013,9.3411
14991,Athikulam B.O,628952,Tuticorin,77.7567,8.9735
14992,Athuvazhi S.O,627760,Tirunelveli,77.4358,9.2662
14993,Attankarai B.O,628904,Tuticorin,78.0994,9.2456
14994,Avalnatham B.O,628502,Tuticorin,77.871,9.1944
14995,Ayiraperi B.O,627814,Tirunelveli,77.321,8.9154
14996,Ayyanarkulam B.O,627853,Tirunelveli,77.5275,8.8792
14997,Ayyapuram B.O,627855,Tirunelveli,77.3899,9.1778
14998,Ayyapuram B.O,627805,Tirunelveli,77.2779,8.9599
14999,Balapadraramapuram B.O,627953,Tirunelveli,77.6307,9.0885
15000,Boganallur B.O,627751,Tirunelveli,77.3554,9.079
15001,Bommiahpuram B.O,628907,Tuticorin,78.2248,9.1953
15002,Boothalapuram B.O,628905,Tuticorin,78.1792,9.2809
15003,Chettikurichi B.O,628552,Tuticorin,77.7109,9.1021
15004,Chinnamalaikundru B.O,628902,Tuticorin,78.088,9.1473
15005,Chocknatchiapuram B.O,627951,Tirunelveli,77.6651,8.9704
15006,Courtallam S.O,627802,Tirunelveli,77.2635,8.9026
15007,Duraisamypuram B.O,627764,Tirunelveli,77.4489,9.3038
15008,Gomathimuthupuram B.O,627761,Tirunelveli,77.5046,9.2687
15009,Ichanda B.O,627857,Tirunelveli,77.5046,9.0516
15010,Idaikal(TKS) S.O,627804,Tirunelveli,77.3267,9.0292
15011,Idaiseval B.O,628716,Tuticorin,77.8253,9.0842
15012,Ilyarasanendal S.O,627713,Tirunelveli,77.7747,9.2123
15013,Irachi B.O,628720,Tuticorin,77.9053,9.0978
15014,Karisalkudiyiruppu B.O,627807,Tirunelveli,77.2463,9.0264
15015,Karisathan B.O,627753,Tirunelveli,77.5734,9.2928
15016,Karkudi B.O,627813,Tirunelveli,77.206,8.9979
15017,Karuvanda B.O,627860,Tirunelveli,77.539,8.9986
15018,Kavalakurichi B.O,627854,Tirunelveli,77.5562,8.9289
15019,Kilairal S.O,628908,Tuticorin,78.0081,9.0903
